Geography,Transmission,Disease Type,Symptoms,Disease Name,ICD Code, Disease Group
South Asia,"waterborne, fecal-oral, poor sanitation",bacterial,"profuse diarrhea, dehydration, shock, vomiting, rapid heart rate, low blood pressure",Cholera,A00,Intestinal Infectious Diseases
Global/Developing Nations,"contaminated food, poor hygiene, fecal-oral",bacterial,"sustained high fever, headache, abdominal pain, rose spots, malaise, constipation",Typhoid Fever,A01,Intestinal Infectious Diseases
Americas,"contaminated food, poultry, pet reptiles",bacterial,"diarrhea, abdominal cramps, fever, vomiting, nausea, bloody stool",Other salmonella infections,A02,Intestinal Infectious Diseases
Sub-Saharan Africa,"fecal-oral, direct contact, waterborne",bacterial,"bloody diarrhea, abdominal cramps, fever, tenesmus, dehydration, vomiting",Shigellosis,A03,Intestinal Infectious Diseases
Global,"ingestion, contaminated food, poor cooking",bacterial,"diarrhea, cramping, nausea, vomiting, fever, abdominal tenderness",Other bacterial intestinal infections,A04,Intestinal Infectious Diseases
Global,"toxins, improper storage, raw foods",bacterial,"rapid onset, nausea, vomiting, abdominal pain, dizziness, weakness",Other bacterial food poisoning,A05,Intestinal Infectious Diseases
Indian Subcontinent,"contaminated water, fecal-oral, poor sanitation",parasitic,"bloody diarrhea, stomach pain, fever, fatigue, weight loss, liver abscess",Amoebiasis,A06,Intestinal Infectious Diseases
Americas/Europe,"waterborne, direct contact, host-to-host",parasitic,"watery diarrhea, bloating, gas, cramps, greasy stools, weight loss",Other protozoal intestinal diseases,A07,Intestinal Infectious Diseases
Global,"airborne droplets, fecal-oral, fomites",viral,"vomiting, watery diarrhea, low-grade fever, abdominal cramps, nausea, muscle aches",Viral and other specified intestinal infections,A08,Intestinal Infectious Diseases
Global,"fecal-oral, contact, contaminated food",viral,"diarrhea, vomiting, dehydration, abdominal discomfort, fever, loss of appetite","Infectious gastroenteritis and colitis, unspecified",A09,Intestinal Infectious Diseases
Southeast Asia,"airborne droplets, prolonged contact, coughing",bacterial,"chronic cough, chest pain, fever, night sweats, weight loss, fatigue",Respiratory tuberculosis confirmed,A15,Tuberculosis
Southeast Asia,"airborne droplets, prolonged contact, coughing",bacterial,"chronic cough, chest pain, fever, night sweats, weight loss, fatigue",Respiratory tuberculosis not confirmed,A16,Tuberculosis
Global/Immunocompromised,"airborne droplets, prolonged contact, coughing",bacterial,"severe headache, neck stiffness, confusion, vision changes, fever, seizures",Tuberculosis of nervous system,A17,Tuberculosis
Global/Immunocompromised,"airborne droplets, prolonged contact, coughing",bacterial,"local pain, fever, organ dysfunction, weight loss, fatigue, swollen glands",Tuberculosis of other organs,A18,Tuberculosis
Global/Immunocompromised,"airborne droplets, prolonged contact, coughing",bacterial,"high fever, chills, weakness, breathing issues, enlarged spleen, skin lesions",Miliary tuberculosis,A19,Tuberculosis
Central Asia,"flea bites, rodent contact, airborne",bacterial,"sudden fever, chills, headache, painful lymph nodes (buboes), weakness, coughing",Plague,A20,Certain Zootonic Bacterial Diseases
North America,"insect bites, handling animals, inhalation",bacterial,"fever, skin ulcer, swollen lymph nodes, headache, joint pain, nausea",Tularemia,A21,Certain Zootonic Bacterial Diseases
Global/Agricultural,"spores, contact with animals, contaminated products",bacterial,"skin sore, fever, chills, nausea, headache, difficulty breathing",Anthrax,A22,Certain Zootonic Bacterial Diseases
Mediterranean/Middle East,"unpasteurized dairy, animal contact, inhalation",bacterial,"undulating fever, joint pain, sweating, fatigue, back pain, loss of appetite",Brucellosis,A23,Certain Zootonic Bacterial Diseases
Southeast Asia,"contaminated water, soil contact, inhalation",bacterial,"fever, muscle aches, chest pain, coughing, lung nodules, abscesses",Glanders and melioidosis,A24,Certain Zootonic Bacterial Diseases
Asia,"rat bite, rodent urine, contaminated food",bacterial,"fever, chills, vomiting, joint pain, rash, muscle aches",Rat-bite fever,A25,Certain Zootonic Bacterial Diseases
Global/Occupational,"handling infected meat, skin puncture, cuts",bacterial,"purple skin lesion, fever, joint pain, swollen lymph nodes, general illness, headache",Erysipeloid,A26,Certain Zootonic Bacterial Diseases
Southeast Asia,"contaminated water, animal urine, skin contact",bacterial,"high fever, headache, muscle aches, jaundice, vomiting, red eyes",Leptospirosis,A27,Certain Zootonic Bacterial Diseases
Global,"animal contact, bites, environmental",bacterial,"fever, localized swelling, headache, general weakness, nausea, joint pain",Other zoonotic bacterial diseases,A28,Certain Zootonic Bacterial Diseases
South America,"airborne droplets, close contact, prolonged exposure",bacterial,"skin lesions, nerve damage, muscle weakness, sensory loss, eye problems, nosebleeds",Leprosy [Hansen's disease],A30,Other Bacterial Diseases
Global/Immunocompromised,"environmental, soil contact, aerosols",bacterial,"lung disease, swollen lymph nodes, skin ulcers, fever, weight loss, fatigue",Infection due to other mycobacteria,A31,Other Bacterial Diseases
Global,"contaminated food, raw dairy, soil",bacterial,"fever, muscle aches, diarrhea, stiff neck, confusion, convulsions",Listeriosis,A32,Other Bacterial Diseases
Developing Nations,"non-sterile delivery, umbilical cord infection",bacterial,"muscle spasms, difficulty feeding, irritability, lockjaw, arching of back, seizures",Tetanus neonatorum,A33,Other Bacterial Diseases
Developing Nations,"non-sterile birth, wound infection",bacterial,"muscle spasms, lockjaw, stiff neck, fever, irritability, sweating",Obstetrical tetanus,A34,Other Bacterial Diseases
Global/Unvaccinated,"deep puncture wound, soil contamination",bacterial,"muscle spasms, lockjaw, stiff neck, headache, fever, excessive sweating",Other tetanus,A35,Other Bacterial Diseases
Global/Unvaccinated,"airborne droplets, direct contact, fomites",bacterial,"sore throat, fever, swollen neck glands, difficulty breathing, bluish skin, nasal discharge",Diphtheria,A36,Other Bacterial Diseases
Global/Infants,"airborne droplets, direct contact, coughing",bacterial,"severe coughing fits, vomiting after cough, ""whoop"" sound, runny nose, fatigue, apnea",Whooping cough,A37,Other Bacterial Diseases
Global,"airborne droplets, direct contact, saliva",bacterial,"sore throat, high fever, bright red rash, strawberry tongue, headache, chills",Scarlet fever,A38,Other Bacterial Diseases
Sub-Saharan Africa,"airborne droplets, saliva, close contact",bacterial,"sudden fever, stiff neck, severe headache, photophobia, rash, confusion",Meningococcal infection,A39,Other Bacterial Diseases
Global,"contact, wounds, bloodstream",bacterial,"high fever, shaking chills, rapid heart rate, confusion, low blood pressure, rapid breathing",Streptococcal septicaemia,A40,Other Bacterial Diseases
Global,"contact, wounds, bloodstream",bacterial,"high fever, shaking chills, rapid heart rate, confusion, low blood pressure, rapid breathing",Other septicaemia,A41,Other Bacterial Diseases
Global,"normal flora, dental procedure, trauma",bacterial,"painful swelling, abscesses, draining sinus tracts, fever, weight loss, fatigue",Actinomycosis,A42,Other Bacterial Diseases
Global/Immunocompromised,"inhalation, soil contact, skin trauma",bacterial,"persistent cough, chest pain, fever, shortness of breath, skin lesions, weight loss",Nocardiosis,A43,Other Bacterial Diseases
South America,"sandfly bite, cat scratch, lice",bacterial,"fever, headache, fatigue, swollen glands, skin lesions, body aches",Bartonellosis,A44,Other Bacterial Diseases
Global,"skin break, open wound, direct contact",bacterial,"bright red skin rash, raised border, fever, chills, headache, general malaise",Erysipelas,A46,Other Bacterial Diseases
Global,"various, contact, inhalation",bacterial,"fever, localized symptoms, headache, fatigue, inflammation, body aches","Other bacterial diseases, not elsewhere classified",A48,Other Bacterial Diseases
Global,"various, unknown source",bacterial,"fever, inflammation, fatigue, chills, body aches, localized pain",Bacterial infection of unspecified site,A49,Other Bacterial Diseases
Global,"mother-to-child, vertical transmission",bacterial,"rash, runny nose, hepatosplenomegaly, bone deformities, anemia, jaundice",Congenital syphilis,A50,STDs
Global,"sexual contact, direct contact",bacterial,"painless chancre, rash, swollen lymph nodes, fever, sore throat, hair loss",Early syphilis,A51,STDs
Global,"sexual contact, direct contact",bacterial,"neurological damage, heart problems, gummas, blindness, dementia, paralysis",Late syphilis,A52,STDs
Global,"sexual contact, direct contact",bacterial,"varied, non-specific symptoms, fever, malaise, rash, headache, muscle pain",Other and unspecified syphilis,A53,STDs
Global,"sexual contact, mother-to-child",bacterial,"painful urination, discharge, abdominal pain, fever, joint swelling, sore throat",Gonococcal infection,A54,STDs
"Africa, Asia, S America","sexual contact, direct contact",bacterial,"swollen lymph nodes, fever, joint pain, headache, rectal pain, genital ulcers",Chlamydial lymphogranuloma (venereum),A55,STDs
Global,"sexual contact, mother-to-child",bacterial,"painful urination, discharge, abdominal pain, testicular pain, rectal pain, sore throat",Other sexually transmitted chlamydial diseases,A56,STDs
"Africa, Asia","sexual contact, direct contact",bacterial,"painful genital ulcer, swollen lymph nodes, fever, pus discharge, burning sensation, headache",Chancroid,A57,STDs
Developing Countries,"sexual contact, direct contact",bacterial,"progressive genital ulcers, bleeding, swelling, pain, lack of lymph node involvement",Granuloma inguinale,A58,STDs
Global,"sexual contact, direct contact, fomites",parasitic,"discharge, itching, painful urination, abdominal pain, foul odor, spotting",Trichomoniasis,A59,STDs
Global,"sexual contact, direct contact, skin-to-skin",viral,"painful blisters, ulcers, itching, flu-like symptoms, lymph node swelling, painful urination",Anogenital herpesviral infection,A60,STDs
Global,"sexual contact, direct contact",bacterial,"genital lesions, discharge, pain, itching, swelling, fever","Other predominantly sexually transmitted diseases, NEC",A63,STDs
Global,"sexual contact, unknown",viral,"discharge, pain, itching, rash, fever, malaise",Unspecified sexually transmitted disease,A64,STDs
"Africa, Middle East","non-sexual contact, oral contact, direct contact",bacterial,"skin lesions, bone damage, gummas, painless ulcers, nerve deafness, eye inflammation",Nonvenereal syphilis,A65,Other spirochaetal diseases
"Africa, Southeast Asia","skin contact, direct contact, non-sexual contact",bacterial,"painless skin nodules, bone pain, joint swelling, skin ulcers, fever, rash",Yaws,A66,Other spirochaetal diseases
Latin America,"skin contact, direct contact",bacterial,"initial skin lesion, white skin patches, hyperpigmentation, itching, rash, scaling",Pinta (carate),A67,Other spirochaetal diseases
"Africa, Asia","tick vector, louse vector, direct contact",bacterial,"recurring high fever, headache, muscle aches, nausea, rash, vomiting",Relapsing fevers,A68,Other spirochaetal diseases
Global,"tick bite, animal contact, direct contact",bacterial,"fever, rash, joint pain, headache, fatigue, neurological symptoms",Other spirochaetal infections,A69,Other spirochaetal diseases
Global/Birds,"avian aerosols, bird droppings, inhalation",bacterial,"fever, headache, dry cough, chest pain, muscle aches, chills",Infection due to Chlamydia psittaci,A70,Other diseases caused by clamydiae
"Africa, Middle East","eye discharge, direct contact, flies",bacterial,"painful eyes, inflammation, discharge, in-turned eyelashes, blurred vision, scarring",Trachoma,A71,Other diseases caused by clamydiae
Global,"various, contact, aerosols",bacterial,"fever, localized inflammation, headache, body aches, joint pain, fatigue",Other diseases caused by Chlamydiae,A74,Other diseases caused by clamydiae
Global/Poverty Areas,"louse vector, flea vector, body fluids",bacterial,"high fever, severe headache, rash, muscle aches, chills, confusion",Typhus fever,A75,Rickettsioses
Global/Americas,"tick vector, animal contact, insect bites",bacterial,"fever, headache, rash, muscle pain, nausea, vomiting",Spotted fever [rickettsioses],A77,Rickettsioses
Global/Livestock,"inhalation, contaminated milk, animal contact",bacterial,"high fever, severe headache, dry cough, chest pain, fatigue, night sweats",Q fever,A78,Rickettsioses
Global,"insect vector, animal contact",bacterial,"fever, rash, headache, muscle aches, malaise, chills",Other rickettsioses,A79,Rickettsioses
"Asia, Africa","fecal-oral, direct contact, waterborne",viral,"fever, fatigue, vomiting, stiff neck, muscle weakness, paralysis",Acute poliomyelitis,A80
Worldwide,"['N/A', 'N/A', 'N/A']",,"['abnormal-spinal-curvature', 'back-pain', 'rounded-upper-back', 'swayback-lower-back', 'stiffness', 'fatigue']",Kyphosis and lordosis,M40
Worldwide,"['N/A', 'N/A', 'N/A']",,"['sideways-spinal-curvature', 'uneven-shoulders', 'uneven-waist', 'one-hip-higher', 'back-pain', 'leaning-to-one-side']",Scoliosis,M41
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'stiffness', 'spinal-deformity', 'activity-related-pain', 'reduced-spinal-mobility', 'vertebral-wedging']",Spinal osteochondrosis,M42
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'spinal-stiffness', 'deformity', 'torticollis', 'neck-pain', 'reduced-range-of-motion']",Other deforming dorsopathies,M43
Worldwide,"['N/A', 'N/A', 'N/A']",,"['chronic-lower-back-pain', 'morning-back-stiffness', 'pain-improves-with-exercise', 'spinal-fusion', 'hunched-posture', 'fatigue']",Ankylosing spondylitis,M45
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'spinal-stiffness', 'inflammation', 'sacroiliac-joint-pain', 'enthesitis', 'uveitis']",Other inflammatory spondylopathies,M46
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-or-neck-pain', 'spinal-stiffness', 'bone-spurs-spine', 'numbness-in-limbs', 'tingling-in-limbs', 'weakness-in-limbs']",Spondylosis,M47
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'spinal-stenosis-symptoms', 'vertebral-fracture', 'nerve-compression', 'pain-radiating-to-limbs', 'spinal-instability']",Other spondylopathies,M48
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'underlying-disease-symptoms', 'spinal-inflammation', 'stiffness', 'vertebral-lesions', 'neurological-deficits']",Spondylopathies in diseases classified elsewhere,M49
Worldwide,"['N/A', 'N/A', 'N/A']",,"['neck-pain', 'pain-radiating-to-arm', 'arm-numbness', 'arm-tingling', 'arm-weakness', 'headache']",Cervical disc disorders,M50
Worldwide,"['N/A', 'N/A', 'N/A']",,"['lower-back-pain', 'pain-radiating-to-leg', 'leg-numbness', 'leg-tingling', 'leg-weakness', 'sciatica']",Other intervertebral disc disorders,M51
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'neck-pain', 'stiffness', 'muscle-spasm', 'headache', 'postural-pain']","Other dorsopathies, not elsewhere classified",M53
Worldwide,"['N/A', 'N/A', 'N/A']",,"['back-pain', 'muscle-ache-back', 'shooting-pain', 'stabbing-pain', 'pain-radiating-down-leg', 'limited-back-flexibility']",Dorsalgia,M54
Worldwide,"['N/A', 'N/A', 'N/A']",,"['muscle-weakness', 'muscle-pain', 'fatigue', 'difficulty-climbing-stairs', 'difficulty-lifting-arms', 'falling']",Myositis,M60
Worldwide,"['N/A', 'N/A', 'N/A']",,"['painful-muscle-lump', 'bone-formation-in-muscle', 'history-of-trauma', 'limited-range-of-motion', 'stiffness', 'swelling']",Calcification and ossification of muscle,M61
Worldwide,"['N/A', 'N/A', 'N/A']",,"['muscle-cramps', 'muscle-spasm', 'muscle-stiffness', 'muscle-wasting', 'muscle-weakness', 'muscle-rupture-nontraumatic']",Other disorders of muscle,M62
Worldwide,"['N/A', 'N/A', 'N/A']",,"['muscle-weakness', 'muscle-pain', 'underlying-disease-symptoms', 'fatigue', 'malaise', 'inflammation']",Disorders of muscle in diseases classified elsewhere,M63
Worldwide,"['N/A', 'N/A', 'N/A']",,"['pain-along-tendon', 'swelling-along-tendon', 'tenderness', 'creaking-sensation', 'trigger-finger', 'de-quervains-tenosynovitis']",Synovitis and tenosynovitis,M65
Worldwide,"['N/A', 'N/A', 'N/A']",,"['sudden-severe-pain', 'snapping-or-popping-sensation', 'inability-to-move-joint', 'gap-or-defect-in-tendon', 'swelling', 'weakness']",Spontaneous rupture of synovium and tendon,M66
Worldwide,"['N/A', 'N/A', 'N/A']",,"['joint-pain', 'joint-swelling', 'tendon-stiffness', 'ganglion-cyst', 'palmar-fasciitis', 'reduced-mobility']",Other disorders of synovium and tendon,M67
Worldwide,"['N/A', 'N/A', 'N/A']",,"['tendon-pain', 'synovial-inflammation', 'underlying-disease-symptoms', 'swelling', 'stiffness', 'reduced-joint-function']",Disorders of synovium and tendon in diseases classified elsewhere,M68
Worldwide,"['N/A', 'N/A', 'N/A']",,"['pain-from-overuse', 'bursitis', 'tendinitis', 'pain-with-specific-motion', 'tenderness-at-insertion-point', 'swelling']","Soft tissue disorders related to use, overuse and pressure",M70
Worldwide,"['N/A', 'N/A', 'N/A']",,"['joint-pain', 'swelling-over-joint', 'tenderness', 'pain-with-movement', 'baker-cyst', 'olecranon-bursitis']",Other bursopathies,M71
Worldwide,"['N/A', 'N/A', 'N/A']",,"['thickening-of-palmar-fascia', 'finger-contracture', 'nodules-in-palm', 'plantar-fascial-fibromatosis', 'inability-to-straighten-finger', 'painless-lumps']",Fibroblastic disorders,M72
Worldwide,"['N/A', 'N/A', 'N/A']",,"['soft-tissue-pain', 'swelling', 'inflammation', 'underlying-disease-symptoms', 'stiffness', 'reduced-function']",Soft tissue disorders in diseases classified elsewhere,M73
Worldwide,"['N/A', 'N/A', 'N/A']",,"['shoulder-pain', 'difficulty-lifting-arm', 'pain-at-night', 'rotator-cuff-syndrome', 'frozen-shoulder', 'shoulder-stiffness']",Shoulder lesions,M75
Worldwide,"['N/A', 'N/A', 'N/A']",,"['hip-pain', 'knee-pain', 'tendon-pain-leg', 'pain-at-tendon-insertion', 'greater-trochanteric-pain', 'patellar-tendinitis']","Enthesopathies of lower limb, excluding foot",M76
Worldwide,"['N/A', 'N/A', 'N/A']",,"['heel-pain', 'plantar-fasciitis', 'tennis-elbow', 'golfers-elbow', 'pain-at-tendon-insertion', 'achilles-tendinitis']",Other enthesopathies,M77
Worldwide,"['N/A', 'N/A', 'N/A']",,"['widespread-pain', 'tender-points', 'fatigue', 'sleep-disturbances', 'cognitive-difficulties', 'headaches']","Other soft tissue disorders, not elsewhere classified",M79
Worldwide,"['N/A', 'N/A', 'N/A']",,"['fracture-from-minor-trauma', 'back-pain', 'loss-of-height', 'stooped-posture', 'hip-fracture', 'wrist-fracture']",Osteoporosis with pathological fracture,M80
Worldwide,"['N/A', 'N/A', 'N/A']",,"['silent-disease', 'no-symptoms-until-fracture', 'low-bone-density-scan', 'back-pain', 'loss-of-height', 'stooped-posture']",Osteoporosis without pathological fracture,M81
Worldwide,"['N/A', 'N/A', 'N/A']",,"['low-bone-density', 'underlying-disease-symptoms', 'fracture-risk', 'back-pain', 'bone-pain', 'steroid-use-history']",Osteoporosis in diseases classified elsewhere,M82
Worldwide,"['N/A', 'N/A', 'N/A']",,"['bone-pain', 'muscle-weakness', 'difficulty-walking', 'bone-tenderness', 'low-vitamin-d', 'waddling-gait']",Adult osteomalacia,M83
Worldwide,"['N/A', 'N/A', 'N/A']",,"['fracture-nonunion', 'fracture-malunion', 'delayed-fracture-healing', 'pain-at-fracture-site', 'deformity', 'stress-fracture']",Disorders of continuity of bone,M84
Worldwide,"['N/A', 'N/A', 'N/A']",,"['bone-pain', 'bone-cysts', 'fibrous-dysplasia', 'bone-deformity', 'abnormal-bone-density', 'asymptomatic-bone-lesion']",Other disorders of bone density and structure,M85
Worldwide,"['bacterial-spread', 'bloodstream', 'direct-inoculation']",bacterial,"['bone-pain', 'fever', 'chills', 'swelling-over-bone', 'redness-over-bone', 'pus-drainage']",Osteomyelitis,M86
Worldwide,"['N/A', 'N/A', 'N/A']",,"['joint-pain', 'pain-worse-at-night', 'limited-range-of-motion', 'hip-pain', 'knee-pain', 'bone-collapse']",Osteonecrosis,M87
Worldwide,"['N/A', 'N/A', 'N/A']",,"['bone-pain', 'enlarged-skull', 'bowed-legs', 'bone-deformity', 'hearing-loss', 'frequent-fractures']",Paget's disease of bone [osteitis deformans],M88
Worldwide,"['N/A', 'N/A', 'N/A']",,"['bone-pain', 'bone-hypertrophy', 'bone-lesion', 'inflammation-of-bone', 'swelling', 'tenderness']",Other disorders of bone,M89
Worldwide,"['N/A', 'N/A', 'N/A']",,"['bone-pain', 'underlying-disease-symptoms', 'bone-changes', 'fracture-risk', 'bone-deformity', 'bone-lesions']",Osteopathies in diseases classified elsewhere,M90
Worldwide,"['N/A', 'N/A', 'N/A']",,"['hip-pain-in-child', 'limping-in-child', 'groin-pain', 'limited-hip-motion', 'stiffness', 'thigh-pain']",Juvenile osteochondrosis of hip and pelvis,M91
Worldwide,"['N/A', 'N/A', 'N/A']",,"['joint-pain-in-child', 'swelling', 'stiffness', 'activity-related-pain', 'limping', 'osgood-schlatter-disease']",Other juvenile osteochondrosis,M92
Worldwide,"['N/A', 'N/A', 'N/A']",,"['joint-pain', 'joint-locking', 'swelling', 'cartilage-fragmentation', 'stiffness', 'clicking-sensation']",Other osteochondropathies,M93
Worldwide,"['N/A', 'N/A', 'N/A']",,"['cartilage-inflammation', 'ear-redness', 'nose-cartilage-pain', 'joint-pain', 'costochondritis', 'tracheal-collapse']",Disorders of cartilage,M94
Worldwide,"['N/A', 'N/A', 'N/A']",,"['acquired-deformity', 'facial-asymmetry', 'cauliflower-ear', 'nasal-septum-deviation', 'postural-deformity', 'pain']",Other acquired deformities of musculoskeletal system,M95
Worldwide,"['N/A', 'N/A', 'N/A']",,"['post-surgical-pain', 'post-surgical-complication', 'joint-stiffness-after-surgery', 'scar-tissue-formation', 'instability-after-surgery', 'implant-failure']",Postprocedural musculoskeletal disorders,M96
Worldwide,"['N/A', 'N/A', 'N/A']",,"['pain-around-prosthesis', 'fracture-near-implant', 'sudden-pain-after-surgery', 'inability-to-bear-weight', 'swelling', 'instability']",Periprosthetic fracture around internal prosthetic joint,M97
Worldwide,"['N/A', 'N/A', 'N/A']",,"['joint-dysfunction', 'segmental-dysfunction', 'back-pain', 'neck-pain', 'stiffness', 'reduced-mobility-segmental']","Biomechanical lesions, not elsewhere classified",M99
Worldwide,"['post-infectious', 'autoimmune', 'idiopathic']",inflammatory,"['hematuria', 'proteinuria', 'edema', 'hypertension', 'oliguria', 'azotemia']",Acute nephritic syndrome,N00
Worldwide,"['autoimmune', 'vasculitis', 'idiopathic']",autoimmune,"['rapid kidney failure', 'hematuria', 'proteinuria', 'oliguria', 'edema', 'hypertension']",Rapidly progressive nephritic syndrome,N01
Worldwide,"['genetic', 'autoimmune', 'idiopathic']",inflammatory,"['hematuria', 'proteinuria (mild)', 'flank pain', 'normal kidney function', 'recurrent gross hematuria', 'microscopic hematuria']",Recurrent and persistent hematuria,N02
Worldwide,"['autoimmune', 'post-infectious', 'genetic']",inflammatory,"['proteinuria', 'hematuria', 'hypertension', 'edema', 'progressive kidney failure', 'fatigue']",Chronic nephritic syndrome,N03
Worldwide,"['idiopathic', 'autoimmune', 'diabetes']",inflammatory,"['massive proteinuria', 'hypoalbuminemia', 'edema', 'hyperlipidemia', 'fatigue', 'foamy urine']",Nephrotic syndrome,N04
Worldwide,"['idiopathic', 'unclassified', 'autoimmune']",inflammatory,"['hematuria', 'proteinuria', 'edema', 'hypertension', 'renal impairment', 'oliguria']",Unspecified nephritic syndrome,N05
Worldwide,"['genetic', 'idiopathic', 'secondary']",structural,"['proteinuria', 'foamy urine', 'edema (mild)', 'normal GFR', 'bland urine sediment', 'asymptomatic']",Isolated proteinuria with specified morphological lesion,N06
Worldwide,"['genetic', 'mutation', 'hereditary']",genetic,"['hematuria', 'proteinuria', 'hearing loss', 'eye abnormalities', 'progressive kidney failure', 'family history']","Hereditary nephropathy, not elsewhere classified",N07
Worldwide,"['diabetes', 'amyloidosis', 'lupus']",secondary,"['proteinuria', 'hematuria', 'renal insufficiency', 'edema', 'hypertension', 'underlying disease symptoms']",Glomerular disorders in diseases classified elsewhere,N08
Worldwide,"['drug-reaction', 'infection', 'autoimmune']",inflammatory,"['fever', 'rash', 'eosinophilia', 'acute kidney failure', 'flank pain', 'hematuria']",Acute tubulo-interstitial nephritis,N10
Worldwide,"['chronic infection', 'drug-toxicity', 'autoimmune']",inflammatory,"['polyuria', 'nocturia', 'anemia', 'chronic kidney disease', 'hypertension', 'malaise']",Chronic tubulo-interstitial nephritis,N11
Worldwide,"['idiopathic', 'unspecified', 'drug-reaction']",inflammatory,"['renal dysfunction', 'pyuria', 'hematuria', 'proteinuria (mild)', 'fatigue', 'electrolyte imbalance']","Tubulo-interstitial nephritis, not specified as acute or chronic",N12
Worldwide,"['obstruction', 'reflux', 'congenital']",structural,"['flank pain', 'urinary tract infection', 'hematuria', 'difficulty urinating', 'hydronephrosis', 'kidney damage']",Obstructive and reflux uropathy,N13
Worldwide,"['drug-toxicity', 'heavy metals', 'iatrogenic']",toxic,"['acute kidney failure', 'chronic kidney disease', 'electrolyte imbalance', 'proteinuria', 'glycosuria (renal)', 'polyuria']",Tubulo-interstitial and tubular conditions caused by drugs and heavy metals,N14
Worldwide,"['idiopathic', 'genetic', 'metabolic']",structural,"['renal cysts (medullary)', 'kidney stones', 'UTI', 'renal dysfunction', 'electrolyte imbalance', 'Balkan nephropathy']",Other renal tubulo-interstitial diseases,N15
Worldwide,"['sarcoidosis', 'lupus', 'myeloma']",secondary,"['renal insufficiency', 'proteinuria', 'hematuria', 'electrolyte imbalance', 'underlying disease symptoms', 'pyuria']",Renal tubulo-interstitial disorders in diseases classified elsewhere,N16
Worldwide,"['ischemia', 'sepsis', 'nephrotoxins']",functional,"['oliguria', 'anuria', 'azotemia', 'fluid overload', 'electrolyte imbalance', 'nausea']",Acute kidney failure,N17
Worldwide,"['diabetes', 'hypertension', 'glomerulonephritis']",functional,"['fatigue', 'edema', 'anemia', 'pruritus', 'nausea', 'progressive GFR decline']",Chronic kidney disease (CKD),N18
Worldwide,"['idiopathic', 'unspecified', 'late presentation']",functional,"['azotemia', 'uremic symptoms', 'edema', 'oliguria', 'anemia', 'electrolyte imbalance']",Unspecified kidney failure,N19
Worldwide,"['metabolic', 'diet', 'dehydration']",metabolic,"['severe flank pain', 'renal colic', 'hematuria', 'nausea', 'vomiting', 'dysuria']",Calculus of kidney and ureter,N20
Worldwide,"['metabolic', 'obstruction', 'infection']",metabolic,"['dysuria', 'hematuria', 'urinary retention', 'pelvic pain', 'frequent urination', 'weak stream']",Calculus of lower urinary tract,N21
Worldwide,"['hyperparathyroidism', 'gout', 'metabolic disorder']",secondary,"['renal colic', 'hematuria', 'UTI', 'underlying disease symptoms', 'dysuria', 'flank pain']",Calculus of urinary tract in diseases classified elsewhere,N22
Worldwide,"['idiopathic', 'urolithiasis', 'obstruction']",symptomatic,"['severe flank pain', 'radiating pain', 'nausea', 'vomiting', 'hematuria', 'restlessness']",Unspecified renal colic,N23
Worldwide,"['genetic', 'acquired', 'drug-toxicity']",functional,"['polyuria', 'polydipsia', 'electrolyte imbalance', 'acidosis', 'growth retardation (children)', 'bone disease']",Disorders resulting from impaired renal tubular function,N25
Worldwide,"['hypertension', 'chronic nephritis', 'idiopathic']",structural,"['chronic kidney disease', 'hypertension', 'anemia', 'small kidneys on imaging', 'proteinuria', 'fatigue']",Unspecified contracted kidney,N26
Worldwide,"['congenital', 'idiopathic', 'vascular']",structural,"['asymptomatic', 'hypertension', 'renal insufficiency', 'discovered incidentally', 'unilateral', 'bilateral']",Small kidney of unknown cause,N27
Worldwide,"['congenital', 'vascular', 'trauma']",structural,"['renal artery stenosis', 'hydronephrosis', 'renal cyst', 'flank pain', 'hypertension', 'hematuria']","Other disorders of kidney and ureter, not elsewhere classified",N28
Worldwide,"['tuberculosis', 'schistosomiasis', 'complication']",secondary,"['renal dysfunction', 'hematuria', 'pyuria', 'flank pain', 'underlying disease symptoms', 'calcification']",Other disorders of kidney and ureter in diseases classified elsewhere,N29
Worldwide,"['bacterial', 'interstitial', 'radiation']",bacterial,"['dysuria', 'urinary frequency', 'urinary urgency', 'suprapubic pain', 'hematuria', 'cloudy urine']",Cystitis,N30
Worldwide,"['neurological', 'spinal cord injury', 'diabetes']",functional,"['urinary incontinence', 'urinary retention', 'urinary frequency', 'urinary urgency', 'neurogenic bladder', 'hesitancy']","Neuromuscular dysfunction of bladder, not elsewhere classified",N31
Worldwide,"['idiopathic', 'structural', 'inflammatory']",structural,"['bladder diverticulum', 'bladder fistula', 'bladder rupture', 'hematuria', 'pelvic pain', 'dysuria']",Other disorders of bladder,N32
